X [s],Trigno sensor (EMG) 2: EMG 2 [Volts]
0.000000e+000,0.000000e+000
5.000000e-004,0.000000e+000
1.000000e-003,0.000000e+000
1.500000e-003,0.000000e+000
2.000000e-003,0.000000e+000
2.500000e-003,0.000000e+000
3.000000e-003,0.000000e+000
3.500000e-003,0.000000e+000
4.000000e-003,0.000000e+000
4.500000e-003,0.000000e+000
5.000000e-003,0.000000e+000
5.500000e-003,0.000000e+000
6.000000e-003,0.000000e+000
6.500000e-003,0.000000e+000
7.000000e-003,0.000000e+000
7.500000e-003,0.000000e+000
8.000000e-003,0.000000e+000
8.500000e-003,0.000000e+000
9.000000e-003,0.000000e+000
9.500000e-003,0.000000e+000
1.000000e-002,0.000000e+000
1.050000e-002,0.000000e+000
1.100000e-002,0.000000e+000
1.150000e-002,0.000000e+000
1.200000e-002,0.000000e+000
1.250000e-002,0.000000e+000
1.300000e-002,7.997843e-007
1.350000e-002,2.192230e-005
1.400000e-002,2.137651e-005
1.450000e-002,7.569697e-007
1.500000e-002,-1.807409e-006
1.550000e-002,-7.174642e-006
1.600000e-002,-9.565607e-007
1.650000e-002,2.937654e-006
1.700000e-002,1.188382e-005
1.750000e-002,1.746021e-005
1.800000e-002,1.853127e-005
1.850000e-002,1.689748e-005
1.900000e-002,9.978494e-006
1.950000e-002,2.827990e-006
2.000000e-002,-3.826344e-006
2.050000e-002,-6.437139e-007
2.100000e-002,3.128388e-006
2.150000e-002,8.454876e-006
2.200000e-002,8.296131e-006
2.250000e-002,9.151142e-006
2.300000e-002,7.191411e-006
2.350000e-002,6.965536e-006
2.400000e-002,6.921245e-006
2.450000e-002,1.063643e-005
2.500000e-002,1.311140e-005
2.550000e-002,1.320976e-005
2.600000e-002,1.219722e-005
2.650000e-002,1.288306e-005
2.700000e-002,1.533830e-005
2.750000e-002,1.279496e-005
2.800000e-002,8.446896e-006
2.850000e-002,3.591869e-006
2.900000e-002,1.078272e-007
2.950000e-002,-1.367454e-006
3.000000e-002,-1.611202e-007
3.050000e-002,-5.818229e-007
3.100000e-002,-2.547070e-006
3.150000e-002,-5.800556e-006
3.200000e-002,-3.934052e-006
3.250000e-002,2.134067e-006
3.300000e-002,9.006564e-006
3.350000e-002,1.128758e-005
3.400000e-002,1.105030e-005
3.450000e-002,1.098670e-005
3.500000e-002,1.297455e-005
3.550000e-002,1.469329e-005
3.600000e-002,1.569468e-005
3.650000e-002,1.561711e-005
3.700000e-002,1.413944e-005
3.750000e-002,1.205730e-005
3.800000e-002,1.184166e-005
3.850000e-002,1.425197e-005
3.900000e-002,1.551578e-005
3.950000e-002,1.385055e-005
4.000000e-002,1.131764e-005
4.050000e-002,1.205885e-005
4.100000e-002,1.476324e-005
4.150000e-002,1.558856e-005
4.200000e-002,1.404195e-005
4.250000e-002,1.469257e-005
4.300000e-002,1.587645e-005
4.350000e-002,1.636342e-005
4.400000e-002,1.651928e-005
4.450000e-002,1.773248e-005
4.500000e-002,1.912906e-005
4.550000e-002,1.847133e-005
4.600000e-002,1.354481e-005
4.650000e-002,8.662193e-006
4.700000e-002,7.807233e-006
4.750000e-002,9.309201e-006
4.800000e-002,1.214381e-005
4.850000e-002,1.511379e-005
4.900000e-002,1.522268e-005
4.950000e-002,1.312320e-005
5.000000e-002,1.273656e-005
5.050000e-002,1.439382e-005
5.100000e-002,1.721735e-005
5.150000e-002,1.815731e-005
5.200000e-002,1.710794e-005
5.250000e-002,1.814680e-005
5.300000e-002,1.869440e-005
5.350000e-002,1.590070e-005
5.400000e-002,1.332279e-005
5.450000e-002,1.475132e-005
5.500000e-002,1.932043e-005
5.550000e-002,2.115149e-005
5.600000e-002,2.024523e-005
