X [s],Trigno sensor (EMG) 2: EMG 2 [Volts]
0.000000e+000,0.000000e+000
5.000000e-004,0.000000e+000
1.000000e-003,0.000000e+000
1.500000e-003,0.000000e+000
2.000000e-003,0.000000e+000
2.500000e-003,0.000000e+000
3.000000e-003,0.000000e+000
3.500000e-003,0.000000e+000
4.000000e-003,0.000000e+000
4.500000e-003,0.000000e+000
5.000000e-003,0.000000e+000
5.500000e-003,0.000000e+000
6.000000e-003,0.000000e+000
6.500000e-003,0.000000e+000
7.000000e-003,0.000000e+000
7.500000e-003,0.000000e+000
8.000000e-003,0.000000e+000
8.500000e-003,0.000000e+000
9.000000e-003,0.000000e+000
9.500000e-003,0.000000e+000
1.000000e-002,0.000000e+000
1.050000e-002,0.000000e+000
1.100000e-002,0.000000e+000
1.150000e-002,0.000000e+000
1.200000e-002,0.000000e+000
1.250000e-002,0.000000e+000
1.300000e-002,7.592890e-008
1.350000e-002,2.081231e-006
1.400000e-002,2.450291e-004
1.450000e-002,2.238135e-003
1.500000e-002,2.860726e-003
1.550000e-002,5.059305e-004
1.600000e-002,-7.672863e-004
1.650000e-002,-8.453598e-004
1.700000e-002,-3.830818e-004
1.750000e-002,-2.890862e-004
1.800000e-002,-3.310155e-004
1.850000e-002,-3.438117e-004
1.900000e-002,-3.515224e-004
1.950000e-002,-2.765603e-004
2.000000e-002,-3.008213e-004
2.050000e-002,-2.229455e-004
2.100000e-002,-2.534877e-004
2.150000e-002,-1.734416e-004
2.200000e-002,-2.029440e-004
2.250000e-002,-1.342904e-004
2.300000e-002,-1.579938e-004
2.350000e-002,-1.034322e-004
2.400000e-002,-1.178791e-004
2.450000e-002,-7.777680e-005
2.500000e-002,-7.811395e-005
2.550000e-002,-5.049360e-005
2.600000e-002,-4.256312e-005
2.650000e-002,-3.032732e-005
2.700000e-002,-1.425340e-005
2.750000e-002,-1.461003e-005
2.800000e-002,9.419353e-006
2.850000e-002,1.054875e-003
2.900000e-002,2.852092e-003
2.950000e-002,1.949468e-003
3.000000e-002,-2.549170e-004
3.050000e-002,-8.988329e-004
3.100000e-002,-6.665260e-004
3.150000e-002,-3.082432e-004
3.200000e-002,-3.022633e-004
3.250000e-002,-3.364069e-004
3.300000e-002,-3.247616e-004
3.350000e-002,-2.918889e-004
3.400000e-002,-2.454903e-004
3.450000e-002,-2.546915e-004
3.500000e-002,-2.191212e-004
3.550000e-002,-2.312647e-004
3.600000e-002,-1.879371e-004
3.650000e-002,-1.940034e-004
3.700000e-002,-1.487182e-004
3.750000e-002,-1.455731e-004
3.800000e-002,-1.035028e-004
3.850000e-002,-1.000994e-004
3.900000e-002,-7.891195e-005
3.950000e-002,-7.891822e-005
4.000000e-002,-6.281448e-005
4.050000e-002,-5.253380e-005
4.100000e-002,-4.193301e-005
4.150000e-002,-2.652526e-005
4.200000e-002,-2.260338e-005
4.250000e-002,1.804457e-004
4.300000e-002,1.935048e-003
4.350000e-002,2.803604e-003
4.400000e-002,8.275323e-004
4.450000e-002,-6.508594e-004
4.500000e-002,-9.070875e-004
4.550000e-002,-4.590367e-004
4.600000e-002,-3.024029e-004
4.650000e-002,-3.203322e-004
4.700000e-002,-3.445045e-004
4.750000e-002,-3.312720e-004
4.800000e-002,-2.637183e-004
4.850000e-002,-2.695435e-004
4.900000e-002,-2.156199e-004
4.950000e-002,-2.332855e-004
5.000000e-002,-1.739445e-004
5.050000e-002,-1.911818e-004
5.100000e-002,-1.394069e-004
5.150000e-002,-1.530678e-004
5.200000e-002,-1.077927e-004
5.250000e-002,-1.149523e-004
5.300000e-002,-8.108711e-005
5.350000e-002,-8.258761e-005
5.400000e-002,-5.916172e-005
5.450000e-002,-5.142409e-005
