X [s],Trigno sensor (EMG) 1: EMG 1 [Volts],Trigno sensor (EMG) 2: EMG 2 [Volts]
6.200000e-002,-9.749261e-005,-1.432453e-005
6.250000e-002,-9.514463e-005,-6.489046e-006
6.300000e-002,-8.003342e-005,-1.499914e-006
6.350000e-002,-6.880911e-005,-1.000481e-006
6.400000e-002,-5.447536e-005,1.688977e-006
6.450000e-002,-4.311034e-005,8.298800e-006
6.500000e-002,-3.654485e-005,1.594757e-005
6.550000e-002,8.364446e-005,2.903778e-005
6.600000e-002,9.306735e-004,8.307871e-005
6.650000e-002,2.449449e-003,1.652974e-004
6.700000e-002,1.710203e-003,9.934558e-005
6.750000e-002,-3.762711e-004,-2.766917e-005
6.800000e-002,-7.717840e-004,-3.586402e-005
6.850000e-002,-5.249369e-004,-1.527702e-005
6.900000e-002,-2.507337e-004,5.084827e-007
6.950000e-002,-2.733907e-004,-1.428225e-006
7.000000e-002,-3.002964e-004,-1.630695e-006
7.050000e-002,-2.897751e-004,-7.315842e-007
7.100000e-002,-2.813442e-004,-1.988987e-006
7.150000e-002,-2.344987e-004,-9.632513e-007
7.200000e-002,-2.480283e-004,-2.001936e-006
7.250000e-002,-2.020995e-004,1.815406e-006
7.300000e-002,-2.213819e-004,1.888865e-006
7.350000e-002,-1.727389e-004,5.240228e-006
7.400000e-002,-1.918568e-004,1.827827e-006
7.450000e-002,-1.467002e-004,1.436157e-006
7.500000e-002,-1.583548e-004,-3.126683e-006
7.550000e-002,-1.208008e-004,-4.010474e-006
7.600000e-002,-1.267297e-004,-6.040722e-006
7.650000e-002,-9.729408e-005,-3.282765e-006
7.700000e-002,-9.536690e-005,2.711342e-007
7.750000e-002,-7.557642e-005,6.123038e-006
7.800000e-002,-6.652968e-005,1.036903e-005
7.850000e-002,-5.157296e-005,1.460764e-005
7.900000e-002,-3.979660e-005,1.869241e-005
7.950000e-002,-3.125069e-005,2.101990e-005
8.000000e-002,1.818184e-004,3.388755e-005
8.050000e-002,1.736342e-003,1.284005e-004
8.100000e-002,2.556228e-003,1.635060e-004
8.150000e-002,6.561083e-004,3.422812e-005
8.200000e-002,-6.617832e-004,-3.346917e-005
8.250000e-002,-6.895529e-004,-2.418438e-005
8.300000e-002,-3.687317e-004,-5.046898e-006
8.350000e-002,-2.432220e-004,-1.429970e-006
8.400000e-002,-2.826275e-004,-4.373519e-006
8.450000e-002,-2.865698e-004,-4.545402e-006
8.500000e-002,-2.863684e-004,-4.920077e-006
8.550000e-002,-2.432661e-004,-4.096462e-007
8.600000e-002,-2.452602e-004,3.207132e-007
8.650000e-002,-2.097883e-004,1.263606e-006
8.700000e-002,-2.107852e-004,-2.360907e-006
8.750000e-002,-1.794742e-004,-2.785878e-006
8.800000e-002,-1.807072e-004,-5.004399e-006
8.850000e-002,-1.515600e-004,-3.653864e-006
8.900000e-002,-1.477782e-004,-1.549757e-006
8.950000e-002,-1.258753e-004,5.469697e-006
9.000000e-002,-1.205132e-004,1.381150e-005
9.050000e-002,-1.003683e-004,2.128600e-005
9.100000e-002,-9.173100e-005,2.184417e-005
9.150000e-002,-8.118251e-005,2.056155e-005
9.200000e-002,-7.262088e-005,1.993057e-005
9.250000e-002,-6.505378e-005,1.692012e-005
9.300000e-002,-5.615680e-005,1.350044e-005
9.350000e-002,-5.068451e-005,1.181366e-005
9.400000e-002,-1.099427e-005,1.432550e-005
9.450000e-002,6.732670e-004,5.856160e-005
9.500000e-002,2.376488e-003,1.566989e-004
9.550000e-002,1.903044e-003,1.074733e-004
9.600000e-002,-1.696840e-004,-2.240857e-005
9.650000e-002,-6.998117e-004,-3.995345e-005
9.700000e-002,-6.039612e-004,-2.736688e-005
9.750000e-002,-2.710353e-004,-7.522003e-006
9.800000e-002,-2.868664e-004,-1.113235e-005
9.850000e-002,-3.000275e-004,-1.309837e-005
9.900000e-002,-3.046414e-004,-1.457528e-005
9.950000e-002,-2.938810e-004,-1.511775e-005
1.000000e-001,-2.371614e-004,-1.205673e-005
1.005000e-001,-2.473360e-004,-1.253869e-005
1.010000e-001,-1.826307e-004,-7.947729e-006
1.015000e-001,-2.076378e-004,-9.820653e-006
1.020000e-001,-1.455895e-004,-6.987104e-006
1.025000e-001,-1.768150e-004,-9.509639e-006
1.030000e-001,-1.172047e-004,-4.053686e-006
1.035000e-001,-1.336891e-004,-2.697618e-006
1.040000e-001,-7.667649e-005,2.250113e-006
1.045000e-001,-8.274684e-005,2.545478e-006
1.050000e-001,-3.509707e-005,6.841759e-006
1.055000e-001,-3.593387e-005,7.967815e-006
1.060000e-001,-2.604460e-005,8.348861e-006
1.065000e-001,-6.118561e-005,7.428200e-006
1.070000e-001,-1.005005e-004,1.195615e-005
1.075000e-001,-1.252162e-004,1.815037e-005
1.080000e-001,-1.137335e-004,1.900929e-005
1.085000e-001,9.956367e-006,2.144624e-005
1.090000e-001,1.510303e-003,1.096069e-004
1.095000e-001,2.526845e-003,1.575466e-004
1.100000e-001,8.957040e-004,4.783340e-005
1.105000e-001,-4.659051e-004,-2.178746e-005
1.110000e-001,-7.259689e-004,-2.965281e-005
1.115000e-001,-4.172718e-004,-1.633591e-005
1.120000e-001,-2.977241e-004,-1.843502e-005
1.125000e-001,-3.333441e-004,-2.805119e-005
1.130000e-001,-3.659480e-004,-3.572603e-005
1.135000e-001,-3.451100e-004,-3.630800e-005
1.140000e-001,-2.734264e-004,-2.875083e-005
1.145000e-001,-2.650483e-004,-2.122161e-005
1.150000e-001,-2.312737e-004,-9.785218e-006
1.155000e-001,-2.407850e-004,-2.476133e-009
1.160000e-001,-1.981774e-004,1.503563e-005
1.165000e-001,-2.040882e-004,2.321270e-005
1.170000e-001,-1.664442e-004,2.676527e-005
1.175000e-001,-1.673741e-004,2.259257e-005
1.180000e-001,-1.290977e-004,1.970816e-005
1.185000e-001,-1.237328e-004,1.245634e-005
1.190000e-001,-9.642665e-005,7.273809e-006
1.195000e-001,-9.301973e-005,6.221109e-006
1.200000e-001,-7.246000e-005,1.272697e-005
1.205000e-001,-6.414629e-005,2.147770e-005
1.210000e-001,-5.123082e-005,2.856989e-005
1.215000e-001,-4.143909e-005,2.818335e-005
1.220000e-001,-3.316443e-005,2.380993e-005
1.225000e-001,-2.013486e-005,2.064573e-005
1.230000e-001,5.629113e-004,5.410864e-005
1.235000e-001,2.175495e-003,1.464220e-004
1.240000e-001,2.017458e-003,1.200950e-004
1.245000e-001,1.391293e-004,8.299182e-007
1.250000e-001,-6.332978e-004,-3.533480e-005
1.255000e-001,-6.191621e-004,-2.902077e-005
1.260000e-001,-2.983181e-004,-9.256246e-006
1.265000e-001,-2.592698e-004,-8.048804e-006
1.270000e-001,-2.770623e-004,-9.105690e-006
1.275000e-001,-2.798083e-004,-1.066374e-005
1.280000e-001,-2.728894e-004,-1.536336e-005
1.285000e-001,-2.246519e-004,-1.975521e-005
1.290000e-001,-2.372084e-004,-2.511562e-005
1.295000e-001,-1.873716e-004,-1.939397e-005
1.300000e-001,-2.067962e-004,-1.252854e-005
1.305000e-001,-1.558805e-004,-2.199885e-006
1.310000e-001,-1.770352e-004,-4.292855e-006
1.315000e-001,-1.328626e-004,-7.683592e-006
1.320000e-001,-1.491659e-004,-1.455356e-005
1.325000e-001,-1.114470e-004,-1.294521e-005
1.330000e-001,-1.201830e-004,-8.904231e-006
1.335000e-001,-9.344605e-005,1.540858e-006
1.340000e-001,-9.507369e-005,9.015619e-006
1.345000e-001,-7.409209e-005,1.277054e-005
1.350000e-001,-6.401876e-005,1.224659e-005
1.355000e-001,-5.110011e-005,1.294497e-005
1.360000e-001,-3.653459e-005,1.611769e-005
1.365000e-001,-2.896436e-005,1.908675e-005
1.370000e-001,4.176160e-005,2.602648e-005
1.375000e-001,1.322604e-003,1.061815e-004
1.380000e-001,2.429119e-003,1.609131e-004
1.385000e-001,1.162141e-003,6.658564e-005
1.390000e-001,-2.908044e-004,-1.867931e-005
1.395000e-001,-7.203820e-004,-3.425947e-005
1.400000e-001,-4.518986e-004,-1.174587e-005
1.405000e-001,-2.714734e-004,-1.283963e-006
1.410000e-001,-2.676052e-004,-2.604819e-006
1.415000e-001,-3.019308e-004,-3.162966e-006
1.420000e-001,-3.057042e-004,1.147242e-006
1.425000e-001,-2.642344e-004,7.216388e-006
1.430000e-001,-2.546005e-004,7.553337e-006
1.435000e-001,-2.222768e-004,8.544237e-006
1.440000e-001,-2.246852e-004,1.055348e-005
1.445000e-001,-1.912531e-004,1.837859e-005
1.450000e-001,-1.886436e-004,2.189437e-005
1.455000e-001,-1.533717e-004,2.124051e-005
1.460000e-001,-1.480630e-004,1.373281e-005
1.465000e-001,-1.199853e-004,9.101106e-006
1.470000e-001,-1.172080e-004,6.221448e-006
1.475000e-001,-9.449689e-005,4.387101e-006
1.480000e-001,-8.651009e-005,-6.959303e-008
1.485000e-001,-6.616041e-005,-2.688386e-006
1.490000e-001,-5.184353e-005,-3.289835e-006
1.495000e-001,-3.380872e-005,-4.144711e-007
1.500000e-001,-2.592703e-005,2.733112e-006
1.505000e-001,-2.241574e-005,3.945857e-006
1.510000e-001,-1.662950e-005,3.810065e-006
1.515000e-001,4.595223e-004,3.699700e-005
1.520000e-001,1.941626e-003,1.264127e-004
1.525000e-001,2.087662e-003,1.206035e-004
1.530000e-001,4.005645e-004,1.388858e-005
1.535000e-001,-5.992583e-004,-3.240058e-005
1.540000e-001,-6.806292e-004,-2.507768e-005
1.545000e-001,-3.694468e-004,-3.599218e-006
1.550000e-001,-2.844622e-004,6.772080e-007
1.555000e-001,-3.105392e-004,-1.314655e-006
1.560000e-001,-3.261887e-004,-4.514929e-006
1.565000e-001,-3.208921e-004,-1.018459e-005
1.570000e-001,-2.698864e-004,-1.297727e-005
1.575000e-001,-2.694915e-004,-1.807597e-005
1.580000e-001,-2.297198e-004,-2.085719e-005
1.585000e-001,-2.399730e-004,-2.301011e-005
1.590000e-001,-1.937587e-004,-1.507636e-005
1.595000e-001,-1.960015e-004,-7.957180e-006
1.600000e-001,-1.533350e-004,-1.159411e-008
1.605000e-001,-1.562360e-004,2.430129e-006
1.610000e-001,-1.231981e-004,8.007795e-006
1.615000e-001,-1.231161e-004,1.396632e-005
1.620000e-001,-9.829162e-005,1.785232e-005
1.625000e-001,-9.303614e-005,1.425754e-005
1.630000e-001,-7.560832e-005,1.347021e-005
1.635000e-001,-6.638398e-005,1.744033e-005
1.640000e-001,-5.554892e-005,2.232843e-005
1.645000e-001,-3.975546e-005,2.459761e-005
1.650000e-001,-3.525794e-005,2.528025e-005
1.655000e-001,1.033563e-005,2.680643e-005
1.660000e-001,1.090115e-003,8.750607e-005
1.665000e-001,2.285948e-003,1.441683e-004
1.670000e-001,1.409350e-003,7.275229e-005
1.675000e-001,-1.141611e-004,-1.476862e-005
1.680000e-001,-7.244732e-004,-3.770933e-005
1.685000e-001,-5.095425e-004,-1.852585e-005
1.690000e-001,-2.893057e-004,-4.565763e-006
1.695000e-001,-2.619738e-004,-8.899579e-007
1.700000e-001,-2.989203e-004,-5.595371e-006
1.705000e-001,-3.054810e-004,-1.610751e-005
1.710000e-001,-2.728439e-004,-2.106019e-005
1.715000e-001,-2.587055e-004,-1.751891e-005
1.720000e-001,-2.321165e-004,-9.713708e-006
1.725000e-001,-2.288651e-004,-7.492791e-006
1.730000e-001,-2.023974e-004,-6.856619e-006
1.735000e-001,-1.959240e-004,-7.556180e-006
1.740000e-001,-1.664725e-004,-3.085711e-006
1.745000e-001,-1.549569e-004,2.025676e-006
1.750000e-001,-1.310266e-004,8.320376e-006
1.755000e-001,-1.231685e-004,1.315241e-005
1.760000e-001,-9.888000e-005,1.995758e-005
1.765000e-001,-8.521992e-005,2.568470e-005
1.770000e-001,-6.878711e-005,2.984980e-005
1.775000e-001,-6.228164e-005,3.128499e-005
1.780000e-001,-5.223140e-005,2.954771e-005
1.785000e-001,-4.584184e-005,2.417911e-005
1.790000e-001,-4.479672e-005,1.614891e-005
1.795000e-001,-4.085594e-005,1.010741e-005
1.800000e-001,3.522653e-004,3.125206e-005
1.805000e-001,1.699833e-003,1.073680e-004
1.810000e-001,2.140905e-003,1.172405e-004
1.815000e-001,6.806135e-004,1.652018e-005
1.820000e-001,-5.280385e-004,-4.739596e-005
1.825000e-001,-6.949219e-004,-3.872845e-005
1.830000e-001,-3.806538e-004,-5.571789e-006
1.835000e-001,-2.280259e-004,1.002182e-005
1.840000e-001,-2.366301e-004,1.382642e-005
1.845000e-001,-2.451600e-004,1.795095e-005
1.850000e-001,-2.352184e-004,1.742533e-005
1.855000e-001,-1.902440e-004,1.152647e-005
1.860000e-001,-1.835710e-004,4.369489e-006
1.865000e-001,-1.592214e-004,4.330246e-006
1.870000e-001,-1.765387e-004,3.273996e-006
1.875000e-001,-1.896083e-004,3.084532e-006
1.880000e-001,-2.680002e-004,-1.214334e-006
1.885000e-001,-3.148456e-004,-4.755314e-006
1.890000e-001,-3.099523e-004,-8.030903e-006
1.895000e-001,-2.233111e-004,-5.663774e-006
1.900000e-001,-1.609136e-004,3.423033e-006
1.905000e-001,-1.197883e-004,1.357881e-005
1.910000e-001,-1.109459e-004,1.297584e-005
1.915000e-001,-1.029436e-004,6.128893e-006
1.920000e-001,-8.547716e-005,7.872860e-007
1.925000e-001,-5.997673e-005,-2.241299e-007
1.930000e-001,-3.535719e-005,3.626644e-006
1.935000e-001,-3.578376e-005,8.146545e-006
1.940000e-001,-2.425640e-005,1.055612e-005
1.945000e-001,8.536050e-004,6.406809e-005
1.950000e-001,2.134448e-003,1.350851e-004
1.955000e-001,1.687197e-003,9.367006e-005
1.960000e-001,1.438762e-004,-3.411312e-006
1.965000e-001,-6.410928e-004,-4.184282e-005
1.970000e-001,-4.760373e-004,-2.235728e-005
1.975000e-001,-2.284022e-004,-2.312350e-006
1.980000e-001,-1.962560e-004,1.186005e-006
1.985000e-001,-2.639590e-004,-5.444414e-006
1.990000e-001,-2.997410e-004,-1.541646e-005
1.995000e-001,-2.871561e-004,-2.693750e-005
2.000000e-001,-2.623995e-004,-3.601732e-005
2.005000e-001,-2.320190e-004,-3.711305e-005
2.010000e-001,-2.198962e-004,-3.252010e-005
2.015000e-001,-1.961073e-004,-2.487145e-005
2.020000e-001,-1.921420e-004,-1.711522e-005
2.025000e-001,-1.757111e-004,-1.196428e-005
2.030000e-001,-1.616092e-004,-1.052763e-005
2.035000e-001,-1.361788e-004,-1.338487e-006
2.040000e-001,-1.248915e-004,1.306344e-005
2.045000e-001,-1.088849e-004,2.750196e-005
2.050000e-001,-9.776892e-005,3.659213e-005
2.055000e-001,-7.557036e-005,3.797890e-005
2.060000e-001,-5.440395e-005,3.252116e-005
2.065000e-001,-3.006093e-005,2.541535e-005
2.070000e-001,-1.805332e-005,1.975660e-005
2.075000e-001,-3.106159e-005,1.758069e-005
2.080000e-001,-6.208711e-005,1.562632e-005
2.085000e-001,2.177584e-004,2.968257e-005
2.090000e-001,1.406024e-003,9.193903e-005
2.095000e-001,2.136579e-003,1.141742e-004
2.100000e-001,9.297963e-004,2.122839e-005
2.105000e-001,-4.832040e-004,-6.126573e-005
2.110000e-001,-7.574664e-004,-5.880004e-005
2.115000e-001,-4.803113e-004,-2.605983e-005
2.120000e-001,-3.009712e-004,-8.454343e-006
2.125000e-001,-3.132763e-004,-9.614329e-006
2.130000e-001,-3.262354e-004,-1.080774e-005
2.135000e-001,-3.269821e-004,-9.857059e-006
2.140000e-001,-2.788557e-004,-6.781091e-006
2.145000e-001,-2.307078e-004,-2.610917e-006
2.150000e-001,-1.891779e-004,1.144257e-006
2.155000e-001,-1.861935e-004,3.558602e-006
2.160000e-001,-1.920177e-004,1.194679e-005
2.165000e-001,-1.783976e-004,2.376700e-005
2.170000e-001,-1.147065e-004,3.442190e-005
2.175000e-001,-4.968735e-005,4.141193e-005
2.180000e-001,-2.108600e-005,4.276208e-005
2.185000e-001,-2.294847e-005,3.626408e-005
2.190000e-001,-3.118563e-005,2.232235e-005
2.195000e-001,-3.233715e-005,5.744944e-006
2.200000e-001,-3.116454e-005,-8.001168e-006
2.205000e-001,-2.575731e-005,-1.426572e-005
2.210000e-001,-3.124109e-005,-1.805311e-005
2.215000e-001,-4.776246e-005,-2.671120e-005
2.220000e-001,-7.597853e-005,-3.449642e-005
2.225000e-001,-6.307491e-005,-2.721169e-005
2.230000e-001,6.627649e-004,3.507352e-005
2.235000e-001,1.985716e-003,1.246860e-004
2.240000e-001,1.917855e-003,1.091434e-004
2.245000e-001,3.504180e-004,9.825291e-006
2.250000e-001,-6.487095e-004,-3.082563e-005
2.255000e-001,-5.644697e-004,-5.414730e-006
2.260000e-001,-2.946877e-004,1.286000e-005
2.265000e-001,-2.257693e-004,8.333201e-006
2.270000e-001,-2.821923e-004,-3.508173e-006
2.275000e-001,-3.064904e-004,-1.103493e-005
2.280000e-001,-2.986638e-004,-1.384118e-005
2.285000e-001,-2.876350e-004,-1.565949e-005
2.290000e-001,-2.779916e-004,-1.661213e-005
2.295000e-001,-2.690882e-004,-1.352883e-005
2.300000e-001,-2.429282e-004,-4.759793e-006
2.305000e-001,-2.227753e-004,6.911946e-006
2.310000e-001,-2.022153e-004,1.589384e-005
2.315000e-001,-1.867680e-004,1.863745e-005
2.320000e-001,-1.550750e-004,1.612369e-005
2.325000e-001,-1.360229e-004,1.107200e-005
2.330000e-001,-1.207020e-004,1.005109e-005
2.335000e-001,-1.123508e-004,1.563029e-005
2.340000e-001,-9.855394e-005,2.639827e-005
2.345000e-001,-9.076144e-005,3.127857e-005
2.350000e-001,-7.985678e-005,2.745201e-005
2.355000e-001,-6.726324e-005,2.260013e-005
2.360000e-001,-5.028680e-005,2.339271e-005
2.365000e-001,-3.214658e-005,2.541304e-005
2.370000e-001,2.126412e-004,3.708372e-005
2.375000e-001,1.260075e-003,9.128168e-005
2.380000e-001,2.256821e-003,1.334622e-004
2.385000e-001,1.295680e-003,5.737795e-005
2.390000e-001,-3.338720e-004,-3.743913e-005
2.395000e-001,-7.175286e-004,-4.394280e-005
2.400000e-001,-4.565787e-004,-2.104668e-005
2.405000e-001,-2.339317e-004,-7.940846e-006
2.410000e-001,-2.687553e-004,-1.040839e-005
2.415000e-001,-2.974209e-004,-1.165757e-005
2.420000e-001,-2.867686e-004,-1.345387e-005
2.425000e-001,-2.542549e-004,-1.607667e-005
2.430000e-001,-2.448524e-004,-1.764416e-005
2.435000e-001,-2.531148e-004,-1.402730e-005
2.440000e-001,-2.308715e-004,-6.800535e-006
2.445000e-001,-2.041831e-004,-1.598397e-006
2.450000e-001,-1.698976e-004,1.245463e-006
2.455000e-001,-1.659622e-004,2.495954e-007
2.460000e-001,-1.478036e-004,2.760875e-006
2.465000e-001,-1.447865e-004,6.270654e-006
2.470000e-001,-1.217680e-004,1.063909e-005
2.475000e-001,-1.133061e-004,1.377811e-005
2.480000e-001,-9.353272e-005,1.752850e-005
2.485000e-001,-8.595128e-005,1.831212e-005
2.490000e-001,-6.953051e-005,1.909429e-005
2.495000e-001,-6.367642e-005,2.206424e-005
2.500000e-001,-5.290113e-005,2.690502e-005
2.505000e-001,-4.641420e-005,2.901217e-005
2.510000e-001,-3.190478e-005,2.753050e-005
2.515000e-001,5.072627e-004,5.646431e-005
2.520000e-001,1.827544e-003,1.275234e-004
2.525000e-001,2.101107e-003,1.198680e-004
2.530000e-001,4.931868e-004,2.341272e-006
2.535000e-001,-7.174176e-004,-6.562511e-005
2.540000e-001,-6.644647e-004,-5.289409e-005
2.545000e-001,-3.315783e-004,-3.292804e-005
2.550000e-001,-2.157312e-004,-2.761088e-005
2.555000e-001,-2.708544e-004,-2.932096e-005
2.560000e-001,-2.817803e-004,-2.755023e-005
2.565000e-001,-2.556692e-004,-2.432813e-005
2.570000e-001,-2.291354e-004,-1.807987e-005
2.575000e-001,-2.270238e-004,-8.669420e-006
2.580000e-001,-2.457035e-004,2.532694e-006
2.585000e-001,-2.510296e-004,1.094386e-005
2.590000e-001,-2.348606e-004,1.347870e-005
2.595000e-001,-2.041964e-004,1.502106e-005
2.600000e-001,-1.857141e-004,1.925712e-005
2.605000e-001,-1.583067e-004,2.640863e-005
2.610000e-001,-1.392468e-004,2.838109e-005
2.615000e-001,-1.191320e-004,2.346241e-005
2.620000e-001,-1.050714e-004,1.252772e-005
2.625000e-001,-8.322349e-005,9.984795e-007
2.630000e-001,-6.852929e-005,-4.991216e-006
2.635000e-001,-5.636615e-005,-2.339419e-006
2.640000e-001,-5.122625e-005,4.595630e-006
2.645000e-001,-4.462976e-005,1.118401e-005
2.650000e-001,-3.784049e-005,1.747100e-005
2.655000e-001,1.292795e-004,3.314214e-005
2.660000e-001,1.006401e-003,9.045868e-005
2.665000e-001,2.270770e-003,1.647502e-004
2.670000e-001,1.600529e-003,1.113763e-004
2.675000e-001,-2.425061e-004,-4.409809e-006
2.680000e-001,-7.552144e-004,-2.415226e-005
2.685000e-001,-5.121857e-004,-4.535249e-006
2.690000e-001,-2.272409e-004,8.031775e-006
2.695000e-001,-2.561597e-004,-4.474906e-006
2.700000e-001,-2.950520e-004,-1.775127e-005
2.705000e-001,-2.964926e-004,-1.786526e-005
2.710000e-001,-2.785858e-004,-7.340297e-006
2.715000e-001,-2.507252e-004,3.206839e-006
2.720000e-001,-2.491969e-004,7.905170e-006
2.725000e-001,-2.074779e-004,1.075513e-005
2.730000e-001,-2.009710e-004,9.787937e-006
2.735000e-001,-1.608671e-004,1.022861e-005
2.740000e-001,-1.620859e-004,9.898305e-006
